76	somatic
78	somatic
96	somatic
81	somatic
60	somatic
571	somatic
37	somatic
62	somatic
63	somatic
58	somatic
91	somatic
25	somatic
46	somatic
93	somatic
60	somatic
32	somatic
41	somatic
55	somatic
67	somatic
38	somatic
84	somatic
47	somatic
40	somatic
65	somatic
85	somatic
22	somatic
57	somatic
42	somatic
140	somatic
63	somatic
92	somatic
88	somatic
23	somatic
81	somatic
62	somatic
23	somatic
44	somatic
50	somatic
28	somatic
85	somatic
55	somatic
41	somatic
60	somatic
48	somatic
62	somatic
97	somatic
54	somatic
126	somatic
82	somatic
68	somatic
70	somatic
51	somatic
47	somatic
94	somatic
54	somatic
48	somatic
46	somatic
56	somatic
58	somatic
54	somatic
45	somatic
40	somatic
44	somatic
65	somatic
76	somatic
17	somatic
50	somatic
66	somatic
39	somatic
55	somatic
65	somatic
292	somatic
53	somatic
48	somatic
69	somatic
38	somatic
19	somatic
76	somatic
132	somatic
85	somatic
33	somatic
40	somatic
115	somatic
17	somatic
71	somatic
25	somatic
42	somatic
73	somatic
83	somatic
68	somatic
97	somatic
20	somatic
145	somatic
64	somatic
72	somatic
46	somatic
39	somatic
30	somatic
35	somatic
79	somatic
55	somatic
67	somatic
24	somatic
48	somatic
52	somatic
74	somatic
83	somatic
71	somatic
24	somatic
50	somatic
43	somatic
72	somatic
20	somatic
92	somatic
59	somatic
72	somatic
70	somatic
80	somatic
49	somatic
32	somatic
57	somatic
29	somatic
89	somatic
88	somatic
61	somatic
51	somatic
72	somatic
54	somatic
76	somatic
97	somatic
49	somatic
22	somatic
71	somatic
57	somatic
72	somatic
77	somatic
86	somatic
39	somatic
63	somatic
42	somatic
121	somatic
43	somatic
36	somatic
64	somatic
43	somatic
37	somatic
74	somatic
54	somatic
56	somatic
56	somatic
61	somatic
48	somatic
58	somatic
78	somatic
82	somatic
62	somatic
64	somatic
89	somatic
54	somatic
53	somatic
108	somatic
45	somatic
375	somatic
44	somatic
56	somatic
89	somatic
84	somatic
80	somatic
63	somatic
44	somatic
60	somatic
78	somatic
69	somatic
31	somatic
73	somatic
20	somatic
77	somatic
51	somatic
54	somatic
65	somatic
35	somatic
34	somatic
98	somatic
89	somatic
63	somatic
47	somatic
68	somatic
49	somatic
63	somatic
86	somatic
94	somatic
90	somatic
67	somatic
22	somatic
57	somatic
106	somatic
71	somatic
60	somatic
102	somatic
79	somatic
20	somatic
60	somatic
58	somatic
52	somatic
66	somatic
26	somatic
42	somatic
64	somatic
42	somatic
60	somatic
40	somatic
61	somatic
31	somatic
67	somatic
69	somatic
47	somatic
66	somatic
55	somatic
54	somatic
91	somatic
113	somatic
69	somatic
52	somatic
68	somatic
97	somatic
61	somatic
54	somatic
56	somatic
98	somatic
43	somatic
73	somatic
55	somatic
33	somatic
84	somatic
89	somatic
38	somatic
65	somatic
481	somatic
56	somatic
67	somatic
56	somatic
41	somatic
88	somatic
17	somatic
77	somatic
68	somatic
90	somatic
70	somatic
65	somatic
90	somatic
77	somatic
48	somatic
41	somatic
70	somatic
91	somatic
88	somatic
38	somatic
47	somatic
91	somatic
52	somatic
49	somatic
20	somatic
58	somatic
57	somatic
52	somatic
27	somatic
42	somatic
597	somatic
59	somatic
57	somatic
53	somatic
146	somatic
60	somatic
44	somatic
69	somatic
50	somatic
36	somatic
44	somatic
75	somatic
62	somatic
86	somatic
50	somatic
24	somatic
46	somatic
32	somatic
35	somatic
68	somatic
47	somatic
64	somatic
89	somatic
38	somatic
79	somatic
31	somatic
54	somatic
18	somatic
94	somatic
64	somatic
28	somatic
82	somatic
61	somatic
56	somatic
46	somatic
36	somatic
48	somatic
75	somatic
45	somatic
98	somatic
65	somatic
67	somatic
62	somatic
32	somatic
31	somatic
32	somatic
84	somatic
59	somatic
47	somatic
45	somatic
45	somatic
42	somatic
54	somatic
61	somatic
55	somatic
62	somatic
72	somatic
41	somatic
147	somatic
64	somatic
52	somatic
45	somatic
21	somatic
38	somatic
49	somatic
68	somatic
112	somatic
73	somatic
99	somatic
45	somatic
60	somatic
43	somatic
46	somatic
24	somatic
58	somatic
50	somatic
56	somatic
60	somatic
36	somatic
71	somatic
53	somatic
45	somatic
59	somatic
29	somatic
64	somatic
36	somatic
50	somatic
30	somatic
50	somatic
32	somatic
13	somatic
67	somatic
78	somatic
45	somatic
101	somatic
87	somatic
17	somatic
115	somatic
60	somatic
60	somatic
92	somatic
121	somatic
52	somatic
26	somatic
71	somatic
57	somatic
47	somatic
24	somatic
68	somatic
45	somatic
17	somatic
33	somatic
110	somatic
28	somatic
73	somatic
24	somatic
53	somatic
35	somatic
155	somatic
44	somatic
101	somatic
70	somatic
24	somatic
43	somatic
60	somatic
120	somatic
72	somatic
42	somatic
55	somatic
55	somatic
66	somatic
44	somatic
72	somatic
73	somatic
73	somatic
71	somatic
61	somatic
65	somatic
45	somatic
37	somatic
47	somatic
39	somatic
90	somatic
70	somatic
45	somatic
106	somatic
92	somatic
79	somatic
25	somatic
70	somatic
54	somatic
57	somatic
18	somatic
33	somatic
64	somatic
27	somatic
56	somatic
75	somatic
79	somatic
39	somatic
13	somatic
35	somatic
97	somatic
42	somatic
80	somatic
66	somatic
112	somatic
89	somatic
73	somatic
500	somatic
70	somatic
74	somatic
93	somatic
41	somatic
67	somatic
71	somatic
81	somatic
60	somatic
57	somatic
49	somatic
79	somatic
80	somatic
79	somatic
30	somatic
48	somatic
42	somatic
87	somatic
51	somatic
56	somatic
35	somatic
18	somatic
90	somatic
65	somatic
63	somatic
85	somatic
56	somatic
54	somatic
102	somatic
109	somatic
80	somatic
53	somatic
41	somatic
30	somatic
61	somatic
23	somatic
76	somatic
35	somatic
56	somatic
32	somatic
80	somatic
67	somatic
68	somatic
108	somatic
100	somatic
32	somatic
26	somatic
68	somatic
90	somatic
78	somatic
57	somatic
53	somatic
60	somatic
28	somatic
16	somatic
51	somatic
42	somatic
72	somatic
55	somatic
88	somatic
25	somatic
39	somatic
113	somatic
80	somatic
89	somatic
60	somatic
39	somatic
45	somatic
54	somatic
54	somatic
83	somatic
46	somatic
90	somatic
90	somatic
72	somatic
51	somatic
36	somatic
24	somatic
69	somatic
23	somatic
28	somatic
42	somatic
99	somatic
90	somatic
21	somatic
61	somatic
94	somatic
50	somatic
23	somatic
67	somatic
68	somatic
29	somatic
57	somatic
40	somatic
83	somatic
39	somatic
54	somatic
74	somatic
56	somatic
20	somatic
90	somatic
44	somatic
53	somatic
53	somatic
23	somatic
60	somatic
43	somatic
70	somatic
56	somatic
66	somatic
85	somatic
65	somatic
20	somatic
59	somatic
94	somatic
69	somatic
57	somatic
37	somatic
86	somatic
35	somatic
61	somatic
46	somatic
50	somatic
64	somatic
34	somatic
73	somatic
53	somatic
52	somatic
80	somatic
41	somatic
91	somatic
62	somatic
52	somatic
55	somatic
77	somatic
87	somatic
32	somatic
76	somatic
52	somatic
41	somatic
111	somatic
34	somatic
56	somatic
62	somatic
77	somatic
76	somatic
39	somatic
69	somatic
53	somatic
114	somatic
64	somatic
127	somatic
70	somatic
51	somatic
66	somatic
108	somatic
29	somatic
92	somatic
59	somatic
85	somatic
19	somatic
23	somatic
13	somatic
21	somatic
48	somatic
63	somatic
91	somatic
54	somatic
56	somatic
87	somatic
36	somatic
22	somatic
13	somatic
50	somatic
48	somatic
54	somatic
48	somatic
95	somatic
62	somatic
48	somatic
48	somatic
91	somatic
32	somatic
50	somatic
64	somatic
17	somatic
82	somatic
52	somatic
68	somatic
47	somatic
44	somatic
85	somatic
19	somatic
73	somatic
46	somatic
23	somatic
89	somatic
24	somatic
39	somatic
61	somatic
49	somatic
86	somatic
26	somatic
22	somatic
95	somatic
70	somatic
47	somatic
43	somatic
47	somatic
61	somatic
56	somatic
564	somatic
49	somatic
88	somatic
41	somatic
82	somatic
93	somatic
38	somatic
59	somatic
32	somatic
52	somatic
101	somatic
100	somatic
26	somatic
46	somatic
105	somatic
88	somatic
77	somatic
47	somatic
42	somatic
71	somatic
71	somatic
65	somatic
57	somatic
51	somatic
82	somatic
42	somatic
32	somatic
97	somatic
97	somatic
89	somatic
73	somatic
39	somatic
32	somatic
123	somatic
66	somatic
